"","customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn","tenure_bin"
"3621","0396-UKGAI","Male","NO","No","Yes",16,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",769,517,"No","1-2 years"
"3622","3243-ZHOHY","Female","NO","No","No",8,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",336,2555,"No","0-1 year"
"3623","5186-EJEGL","Male","NO","No","No",72,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","Month-to-month","Yes","Mailed check",1009,5224,"No","5-6 years"
"3624","7527-QNRUS","Male","NO","Yes","Yes",9,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Mailed check",400,3515,"No","0-1 year"
"3625","9986-BONCE","Female","NO","No","No",34,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",353,6211,"Yes","2-3 years"
"3626","2722-JMONI","Female","YES","Yes","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",672,4141,"Yes","0-1 year"
"3627","2203-GHNWN","Female","NO","Yes","No",17,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",1197,1525,"No","1-2 years"
"3628","3878-AVSOQ","Female","YES","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",1043,5568,"No","0-1 year"
"3629","3258-SYSWS","Male","YES","No","No",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",247,5932,"No","5-6 years"
"3630","5296-PSYVW","Female","NO","Yes","No",70,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Electronic check",388,1271,"No","5-6 years"
"3631","6319-QSUSR","Female","NO","No","Yes",3,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",328,1774,"No","0-1 year"
"3632","4083-EUGRJ","Male","NO","No","No",72,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",339,1308,"Yes","5-6 years"
"3633","7579-OOPEC","Female","YES","Yes","No",12,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)",684,285,"Yes","0-1 year"
"3634","0512-FLFDW","Female","YES","Yes","No",57,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",11,4932,"No","4-5 years"
"3635","1771-OADNZ","Male","YES","Yes","No",22,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",1510,2384,"Yes","1-2 years"
"3636","0487-CRLZF","Female","NO","No","No",44,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",1100,3206,"No","3-4 years"
"3637","2107-FBPTK","Female","YES","No","No",24,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",77,2711,"No","1-2 years"
"3638","9451-WLYRI","Female","NO","Yes","No",49,"Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",315,6514,"No","4-5 years"
"3639","8219-VYBVI","Male","NO","No","Yes",33,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",397,10,"No","2-3 years"
"3640","1991-VOPLL","Female","NO","No","No",72,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",315,1020,"No","5-6 years"
"3641","9738-QLWTP","Male","NO","No","No",33,"Yes","No","Fiber optic","No","No","Yes","Yes","No","No","One year","No","Electronic check",1242,2801,"No","2-3 years"
"3642","1016-DJTSV","Male","YES","No","No",71,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",1013,4722,"No","5-6 years"
"3643","9419-IPPBE","Female","NO","Yes","Yes",47,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","One year","Yes","Electronic check",1400,3882,"No","3-4 years"
"3644","0174-QRVVY","Male","NO","Yes","Yes",69,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",404,1408,"No","5-6 years"
"3645","5699-BNCAS","Male","YES","No","No",69,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Mailed check",390,1292,"No","5-6 years"
"3646","2900-PHPLN","Female","YES","Yes","No",68,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",325,855,"No","5-6 years"
"3647","0612-RTZZA","Female","YES","No","No",1,"No","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",402,2152,"Yes","0-1 year"
"3648","8106-GWQOK","Male","NO","Yes","No",32,"No","No","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",847,1814,"No","2-3 years"
"3649","8751-EDEKA","Female","NO","Yes","No",21,"Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","No","Credit card (automatic)",1395,2081,"No","1-2 years"
"3650","6878-GGDWG","Female","NO","Yes","No",26,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",322,5163,"No","2-3 years"
"3651","4039-PIMHX","Male","YES","Yes","No",44,"Yes","No","DSL","No","Yes","No","No","No","No","Two year","No","Mailed check",677,2034,"No","3-4 years"
"3652","8450-LUGUK","Female","NO","Yes","Yes",31,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",379,6244,"No","2-3 years"
"3653","3604-WLABM","Female","NO","No","No",2,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Electronic check",748,4803,"No","0-1 year"
"3654","0795-GMVQO","Male","NO","Yes","No",64,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",187,5686,"No","5-6 years"
"3655","2259-OUUSZ","Male","NO","No","No",67,"No","No","DSL","No","No","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",504,2135,"No","5-6 years"
"3656","1142-IHLOO","Female","NO","No","No",47,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","One year","No","Credit card (automatic)",1349,3797,"No","3-4 years"
"3657","6410-LEFEN","Female","NO","No","No",72,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",613,3558,"Yes","5-6 years"
"3658","4633-MKHYU","Female","NO","No","No",72,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",1365,5950,"No","5-6 years"
"3659","6257-RJOHI","Male","NO","No","No",34,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",697,1652,"No","2-3 years"
"3660","1545-JFUML","Male","NO","Yes","No",69,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Two year","Yes","Electronic check",1565,5497,"No","5-6 years"
"3661","3194-ORPIK","Female","NO","Yes","Yes",46,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",1287,3508,"Yes","3-4 years"
"3662","7826-VVKWT","Female","YES","Yes","Yes",17,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Two year","Yes","Electronic check",1522,1900,"No","1-2 years"
"3663","1353-GHZOS","Male","NO","Yes","No",15,"Yes","No","DSL","Yes","No","No","No","Yes","No","One year","Yes","Bank transfer (automatic)",842,675,"No","1-2 years"
"3664","2587-EKXTS","Male","NO","No","No",39,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",216,4165,"No","3-4 years"
"3665","5442-BXVND","Female","NO","Yes","Yes",27,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",382,6166,"No","2-3 years"
"3666","8816-VXNZD","Female","NO","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",1113,5768,"Yes","0-1 year"
"3667","9378-FXTIZ","Female","NO","Yes","No",50,"Yes","Yes","DSL","No","No","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",1022,3203,"Yes","4-5 years"
"3668","1723-HKXJQ","Male","NO","No","No",37,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",34,3639,"Yes","3-4 years"
"3669","7825-GKXMW","Female","NO","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",626,3824,"Yes","0-1 year"
"3670","9753-OYLBX","Female","NO","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",344,1616,"No","0-1 year"
"3671","2364-UFROM","Male","NO","No","No",24,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","One year","No","Electronic check",1027,1676,"No","1-2 years"
"3672","6656-JWRQX","Female","NO","No","No",1,"No","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Mailed check",460,2594,"No","0-1 year"
"3673","6473-ULUHT","Male","NO","Yes","Yes",8,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","No","Electronic check",1297,726,"No","0-1 year"
"3674","1240-KNSEZ","Male","NO","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",336,1608,"Yes","0-1 year"
"3675","0836-SEYLU","Male","NO","Yes","No",72,"No","No","DSL","No","No","No","Yes","Yes","No","Month-to-month","No","Mailed check",559,2852,"Yes","5-6 years"
"3676","4433-JCGCG","Male","YES","Yes","No",41,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",21,3961,"Yes","3-4 years"
"3677","3716-BDVDB","Male","NO","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",1001,5440,"Yes","0-1 year"
"3678","7688-AWMDX","Male","NO","Yes","No",69,"Yes","No","DSL","Yes","No","No","Yes","No","No","Two year","No","Bank transfer (automatic)",753,3244,"No","5-6 years"
"3679","2842-BCQGE","Male","NO","No","No",38,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",1118,2745,"No","3-4 years"
"3680","7244-QWYHG","Male","NO","Yes","No",46,"No","No","DSL","Yes","No","No","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",599,1804,"No","3-4 years"
"3681","5899-MQZZL","Female","NO","No","No",5,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",1111,6528,"Yes","0-1 year"
"3682","6849-OYAMU","Male","NO","Yes","Yes",11,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",1,1465,"Yes","0-1 year"
"3683","5312-UXESG","Female","NO","No","No",36,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",1547,3408,"No","2-3 years"
"3684","9488-HGMJH","Female","YES","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",1042,5566,"Yes","0-1 year"
"3685","6038-GCYEC","Female","NO","No","No",17,"No","No","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",746,441,"Yes","1-2 years"
"3686","2150-WLKUW","Female","NO","Yes","No",35,"Yes","Yes","DSL","No","Yes","No","No","Yes","No","One year","No","Bank transfer (automatic)",910,2283,"No","2-3 years"
"3687","7159-FVYPK","Female","NO","Yes","Yes",23,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",1002,1986,"No","1-2 years"
"3688","7032-LMBHI","Female","NO","No","No",31,"Yes","Yes","DSL","Yes","No","No","No","Yes","No","One year","No","Bank transfer (automatic)",925,1982,"No","2-3 years"
"3689","1150-WFARN","Female","NO","Yes","Yes",64,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",165,5603,"Yes","5-6 years"
"3690","6088-BXMRG","Female","NO","Yes","Yes",26,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",1563,2681,"No","2-3 years"
"3691","3144-AUDBS","Female","NO","Yes","No",56,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",664,2351,"Yes","4-5 years"
"3692","4821-SJHJV","Female","NO","Yes","Yes",26,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","No","Electronic check",1389,2509,"No","2-3 years"
"3693","7346-MEDWM","Female","NO","No","No",55,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",1264,4193,"No","4-5 years"
"3694","1137-DGOWI","Female","NO","Yes","No",24,"Yes","No","DSL","No","Yes","Yes","Yes","No","Yes","One year","No","Bank transfer (automatic)",1024,1820,"No","1-2 years"
"3695","5616-PRTNT","Male","NO","No","Yes",13,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",322,3218,"Yes","1-2 years"
"3696","3812-LRZIR","Female","NO","Yes","Yes",20,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Electronic check",387,5830,"No","1-2 years"
"3697","4818-QIUFN","Female","YES","No","No",13,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",1187,943,"Yes","1-2 years"
"3698","9483-GCPWE","Male","NO","No","Yes",72,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",336,1496,"No","5-6 years"
"3699","4227-OJHAL","Female","NO","Yes","Yes",65,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","No","One year","Yes","Credit card (automatic)",1072,4336,"No","5-6 years"
"3700","9220-CXRSC","Female","NO","Yes","Yes",66,"Yes","Yes","DSL","Yes","No","No","Yes","No","No","Two year","No","Credit card (automatic)",875,3469,"No","5-6 years"
"3701","4993-JCRGJ","Male","NO","No","No",19,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",1285,1921,"No","1-2 years"
"3702","9537-JALFH","Male","NO","Yes","Yes",66,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",332,646,"No","5-6 years"
"3703","6698-OXETB","Male","NO","No","No",3,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",342,1946,"No","0-1 year"
"3704","2103-ZRXFN","Male","NO","No","No",1,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",696,4234,"No","0-1 year"
"3705","3724-BSCVH","Male","NO","Yes","Yes",2,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",343,2065,"No","0-1 year"
"3706","4877-TSOFF","Female","NO","Yes","Yes",51,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",1126,3634,"No","4-5 years"
"3707","9209-NWPGU","Male","NO","No","No",39,"Yes","No","DSL","Yes","No","No","Yes","Yes","No","One year","No","Electronic check",940,2406,"No","3-4 years"
"3708","6961-VCPMC","Male","YES","Yes","No",41,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",1212,3121,"Yes","3-4 years"
"3709","7306-YDSOI","Male","NO","Yes","Yes",66,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","Two year","Yes","Bank transfer (automatic)",842,3478,"No","5-6 years"
"3710","5288-AHOUP","Male","YES","No","No",3,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",1174,6273,"No","0-1 year"
"3711","6688-UZPWD","Female","NO","Yes","No",3,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",39,276,"Yes","0-1 year"
"3712","0655-YDGFJ","Male","NO","No","No",22,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",660,589,"No","1-2 years"
"3713","8468-EHYJA","Female","NO","Yes","No",53,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",1578,4555,"No","4-5 years"
"3714","6823-SIDFQ","Male","NO","No","No",21,"Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",305,4461,"No","1-2 years"
"3715","1097-FSPVW","Female","NO","No","No",37,"Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","Credit card (automatic)",754,2105,"No","3-4 years"
"3716","2839-RFSQE","Female","NO","No","No",12,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",347,3258,"Yes","0-1 year"
"3717","8328-SKJNO","Male","NO","No","Yes",16,"No","No","DSL","Yes","Yes","No","Yes","No","No","One year","No","Bank transfer (automatic)",559,6435,"No","1-2 years"
"3718","7010-ZMVBF","Female","NO","Yes","Yes",10,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",343,3090,"No","0-1 year"
"3719","5201-CBWYG","Male","NO","Yes","Yes",59,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",393,875,"No","4-5 years"
"3720","0968-GSIKN","Female","NO","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",1035,5517,"Yes","0-1 year"
"3721","1965-DDBWU","Male","NO","No","No",8,"Yes","Yes","Fiber optic","No","No","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",1378,831,"Yes","0-1 year"
"3722","9057-SIHCH","Female","NO","No","No",23,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",1523,2516,"Yes","1-2 years"
"3723","6352-GIGGQ","Male","NO","No","No",64,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",1373,4848,"No","5-6 years"
"3724","3635-QQRQD","Male","NO","No","No",59,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",335,372,"No","4-5 years"
"3725","6771-XWBDM","Female","NO","Yes","No",53,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",85,4858,"Yes","4-5 years"
"3726","2897-DOVND","Male","NO","No","No",12,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",1015,849,"No","0-1 year"
"3727","3082-YVEKW","Female","NO","Yes","Yes",16,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",1151,1282,"No","1-2 years"
"3728","0191-EQUUH","Female","NO","No","Yes",18,"No","No","DSL","Yes","No","No","Yes","No","No","Two year","No","Bank transfer (automatic)",495,6189,"No","1-2 years"
"3729","7134-HBPBS","Female","YES","No","No",70,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",153,5900,"No","5-6 years"
"3730","3489-HHPFY","Female","NO","Yes","No",12,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",1280,616,"No","0-1 year"
"3731","2926-JEJJC","Female","NO","No","No",71,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",338,732,"No","5-6 years"
"3732","8601-QACRS","Female","NO","No","No",45,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",693,2136,"Yes","3-4 years"
"3733","4950-BDEUX","Male","NO","No","No",29,"No","No","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",665,1201,"No","2-3 years"
"3734","5789-LDFXO","Male","NO","No","No",17,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Electronic check",389,4856,"No","1-2 years"
"3735","0508-OOLTO","Female","NO","Yes","Yes",12,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",1051,640,"No","0-1 year"
"3736","2984-TBYKU","Male","NO","Yes","Yes",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)",93,5886,"No","5-6 years"
"3737","9822-WMWVG","Female","NO","No","No",36,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check",125,3643,"No","2-3 years"
"3738","2391-SOORI","Male","NO","No","Yes",34,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",668,1809,"Yes","2-3 years"
"3739","9040-KZVWO","Male","NO","No","No",19,"Yes","No","Fiber optic","No","Yes","No","No","No","No","One year","No","Bank transfer (automatic)",1121,1647,"No","1-2 years"
"3740","2645-QTLMB","Male","NO","No","No",67,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",1477,5309,"Yes","5-6 years"
"3741","4806-HIPDW","Female","NO","Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",998,5383,"Yes","0-1 year"
"3742","1548-ARAGG","Female","NO","Yes","Yes",34,"Yes","Yes","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check",819,1877,"No","2-3 years"
"3743","6339-RZCBJ","Male","NO","No","No",43,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",1182,3237,"No","3-4 years"
"3744","4424-TKOPW","Male","YES","No","No",12,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",1469,1566,"Yes","0-1 year"
"3745","4415-WNGVR","Female","YES","Yes","No",4,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",1188,6430,"No","0-1 year"
"3746","2522-AHJXR","Male","NO","Yes","No",57,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",178,5247,"No","4-5 years"
"3747","0412-UCCNP","Male","NO","No","No",51,"Yes","No","DSL","Yes","No","Yes","Yes","No","No","Two year","Yes","Electronic check",832,2758,"No","4-5 years"
"3748","1816-FLZDK","Male","NO","No","No",1,"No","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Mailed check",434,2503,"No","0-1 year"
"3749","7096-UCLNH","Male","NO","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",335,1607,"No","0-1 year"
"3750","8443-ZRDBZ","Male","NO","No","No",34,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",1132,2763,"Yes","2-3 years"
"3751","9136-ALYBR","Male","NO","No","No",1,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",386,2040,"Yes","0-1 year"
"3752","4615-PIVVU","Female","NO","No","No",37,"Yes","No","DSL","No","No","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",960,2399,"No","3-4 years"
"3753","8885-QSQBX","Female","NO","No","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",672,4141,"No","0-1 year"
"3754","7479-NITWS","Male","NO","No","No",67,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",1384,5102,"Yes","5-6 years"
"3755","8617-ENBDS","Male","NO","No","No",23,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",1083,1957,"No","1-2 years"
"3756","9385-NXKDA","Female","NO","Yes","No",70,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",1254,4855,"No","5-6 years"
"3757","0430-IHCDJ","Male","NO","No","No",7,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",661,5763,"No","0-1 year"
"3758","2959-MJHIC","Male","NO","Yes","No",34,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",1211,2667,"Yes","2-3 years"
"3759","6674-KVJHG","Female","NO","No","No",3,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Electronic check",401,2101,"No","0-1 year"
"3760","1814-DKOLC","Female","NO","No","No",45,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",406,621,"No","3-4 years"
"3761","4201-JMNGR","Female","YES","No","No",1,"Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",779,4567,"Yes","0-1 year"
"3762","9351-HXDMR","Male","NO","Yes","No",70,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",206,6109,"No","5-6 years"
"3763","3537-HPKQT","Female","NO","Yes","No",51,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",1159,3637,"No","4-5 years"
"3764","2129-ALKBS","Female","NO","Yes","Yes",35,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",420,149,"No","2-3 years"
"3765","5821-MMEIL","Female","NO","Yes","No",53,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",332,224,"No","4-5 years"
"3766","5960-WPXQM","Male","NO","No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",1185,5961,"Yes","0-1 year"
"3767","0684-AOSIH","Male","NO","Yes","No",1,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",1492,6440,"Yes","0-1 year"
"3768","8260-NGFNY","Female","NO","No","No",1,"No","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",401,2151,"Yes","0-1 year"
"3769","1309-XGFSN","Male","YES","Yes","Yes",48,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",1221,3481,"No","3-4 years"
"3770","1866-RZZQS","Male","YES","No","No",36,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",1554,3577,"Yes","2-3 years"
"3771","6968-URWQU","Male","NO","Yes","No",38,"Yes","No","DSL","No","No","No","No","Yes","No","One year","Yes","Mailed check",790,2030,"No","3-4 years"
"3772","4742-TXUEX","Female","NO","Yes","Yes",42,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",320,6306,"No","3-4 years"
"3773","9631-XEYKE","Male","NO","No","No",23,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",689,665,"No","1-2 years"
"3774","8631-NBHFZ","Male","YES","Yes","Yes",63,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",1192,4333,"Yes","5-6 years"
"3775","1335-MXCSE","Male","NO","Yes","Yes",51,"Yes","No","DSL","No","No","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",768,2709,"No","4-5 years"
"3776","8873-TMKGR","Male","NO","No","No",22,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",316,4421,"No","1-2 years"
"3777","8800-JOOCF","Female","NO","No","Yes",4,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",1280,6477,"No","0-1 year"
"3778","1469-LBJQJ","Female","NO","Yes","No",63,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99,5470,"No","5-6 years"
"3779","4958-XCBDQ","Male","YES","No","No",29,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",28,3027,"Yes","2-3 years"
